,y_test,prediction
2364,4793.76,2553.13673150594
4502,158.4604,374.8508534763106
4542,3835.008,1996.1110356378415
3493,535.969,1650.7224387718743
5095,331.5684,280.8102443607688
5178,1539.9954,2803.7527857892683
794,505.3422,765.0320934507971
6618,1677.816,3006.174953139972
1633,3861.64,3009.7314824315
2804,2316.984,3046.796753160822
3413,1717.764,2151.373393666129
8184,4731.1748,3963.954974064157
5451,1134.5232,1581.6270742692134
8271,2548.0166,1093.3463775153987
2613,211.7244,266.58160080864326
4891,6608.065,4079.46880954227
2351,1761.7068,2056.990936579472
7313,3068.0064,1300.0024568560148
1722,1197.7742,2801.9093022018533
6046,848.895,1001.0474491129514
2178,1607.2412,1616.0372871249288
8430,4042.7376,2950.670699134316
7010,5591.3884,2366.474068300563
5900,3994.8,2497.978024972262
6070,1334.2632,1716.8001189019985
2812,617.8624,1407.2983699572753
1865,2328.9684,2967.0889621164993
6679,4979.5182,5219.979001194375
2933,3119.9388,3066.2664469562233
1651,109.857,194.88054501459376
356,3163.8816,2151.373393666129
7330,2285.0256,1582.6027159452576
4523,3374.2744,2996.7728709612798
3025,284.9624,299.3173314191414
6317,4466.1864,2798.6694488593807
2412,4845.0266,4057.3033372005857
4216,1747.0592,3874.2330475392328
3243,777.6544,760.9232440346327
5134,1470.0864,1579.4765249036996
7055,4103.9912,2844.0916826666316
6473,353.5398,662.3980685131882
1705,6524.84,3767.416321900286
6727,1211.756,2031.8428452731603
4193,2716.464,2992.129338670111
6951,1470.0864,756.5276128127911
6354,307.5996,346.84312476077434
5740,5321.0736,3051.1502667851037
7442,343.5528,975.9038304335797
5927,1488.063,1606.766042807209
5366,111.1886,280.65010279652944
3160,2175.1686,2023.4965826943805
6551,2609.936,2589.876427575796
42,2527.3768,3049.7259087438656
4616,3323.0078,2151.373393666129
3374,3739.1328,2447.1726016712873
2162,1312.9576,1339.3337640013106
2396,3073.9986,2553.13673150594
3042,2137.218,3815.3073217999163
2892,1576.6144,1600.9326122806042
5057,114.5176,244.59123080597678
8077,1696.4584,2140.721751097302
3609,209.727,665.2437110799641
5415,3629.9416,2051.0550330082046
369,1230.3984,1716.8001189019985
5079,669.129,736.0686003898979
5478,3124.5994,2656.741126546249
2260,2070.638,3652.549301719239
6109,1655.1788,1335.552187601255
3000,2145.2076,3943.2395386982535
6292,1457.4362,2140.721751097302
844,6515.5188,3632.4954086342186
7171,3728.48,5294.4279935705335
6759,1366.2216,1879.8183079683326
6699,753.6856,501.06496691730223
2519,982.055,663.7146049316389
6502,568.5932,663.2052568808451
8388,2155.1946,2658.9284104082194
5673,3243.7776,3785.414216273413
1788,145.1444,329.52863051379603
7584,4567.388,3967.2422491750544
3093,5681.2714,3966.3179884993147
4498,5229.1932,3621.500693536147
4059,1097.9042,1105.4443759850228
3433,427.4436,2148.395126301255
633,437.4306,343.05626788626427
4734,2302.3364,4648.487980142995
3488,420.7856,278.92673509763716
629,1640.5312,1628.1999966648361
125,868.869,1582.6027159452576
5969,6897.688,3009.7314824315
719,145.8102,791.2683772492138
200,745.696,1628.6811476175644
2755,3275.736,1735.143738535559
8308,3193.8426,3856.411498137787
6162,645.826,291.5128109465379
5193,5394.9774,3438.862226225372
8319,4210.5192,3919.98517167758
8048,1098.57,669.2769489373121
1595,1288.9888,1388.1835591961699
1997,306.268,1528.810399170406
4017,539.298,998.9919490202577
521,314.2576,361.6480035363535
2551,1120.5414,1630.8780186531283
1654,5522.811,4054.457411896629
8087,6199.9296,4068.4390200432904
5554,1347.5792,2034.6382991318053
7618,974.7312,655.8757187254322
7628,2163.85,3795.453199633337
5723,458.0704,968.426880682602
3564,1667.1632,3745.3192408347545
1437,6018.1662,4054.457411896629
4823,2376.906,2797.1539911805453
1733,814.9392,1619.6720321148598
8506,3944.865,3831.0360404322405
3790,2109.2544,2858.3759282064498
7581,167.7816,185.57043943132467
1284,3014.7424,3045.6504293892667
5758,2519.3872,1893.6255720786708
1259,169.1132,429.39954051361036
6651,1973.4312,1635.2718360095582
737,1470.0864,2031.8428452731603
7467,850.8924,2151.373393666129
2590,842.237,644.915070778395
7687,2069.3064,1584.1849438588
1278,1917.504,2460.7601594272674
2658,3672.5528,2114.023400842666
6288,958.752,1635.2718360095582
704,2756.412,2375.0524075625945
8262,3271.7412,2051.0550330082046
8176,809.6128,1606.766042807209
3207,2606.607,1581.2105928085161
295,925.462,1583.923978317479
6395,2871.5954,2366.474068300563
2747,261.6594,1577.8051788726484
3896,622.523,290.13628957747665
2921,2093.2752,2856.606586025947
4096,1263.0226,2878.270122433882
6889,952.094,1584.1849438588
4097,1445.4518,1769.7619053060719
572,2770.3938,2366.474068300563
3121,3415.554,2897.2487186589906
4848,3146.5708,3042.8228589024347
5422,4604.6728,2824.197488439199
3874,2450.144,2040.3835396033453
6859,3163.8816,5459.363991147944
6174,922.7988,672.9992064703157
837,5063.409,2992.129338670111
7943,934.7832,664.6964284854386
1829,122.5072,289.8227720103502
1255,1541.9928,3839.9723555158216
3570,1298.31,2131.544586656825
224,2406.867,2603.4988530137744
5716,2324.9736,3046.796753160822
7279,2501.4106,3044.9532695734065
1845,189.0872,231.6608251622116
8470,1551.314,2376.96406736909
660,113.8518,651.9493959665422
4157,2141.2128,2878.270122433882
713,1267.6832,2553.13673150594
4252,774.9912,3046.796753160822
4886,1018.674,1879.8183079683326
2070,181.0976,1591.2783273716634
3925,2936.178,2148.395126301255
8304,1917.504,2563.786773147711
3510,348.8792,430.3203110823493
444,3401.5722,4012.2247772374117
7678,2876.256,1645.0848002361076
914,2311.6576,2151.373393666129
3552,5195.2374,5456.76246684111
2407,71.9064,200.6056206417397
3234,7503.566,3621.500693536147
3030,651.8182,1043.2933349344341
2359,897.4984,3721.972503275632
7359,3900.9222,2046.1012948506238
3464,1414.1592,3756.156936878756
1563,1898.8616,998.0053871745253
326,994.7052,2655.3444196302885
3037,894.8352,1169.3993223427829
1140,1637.868,1716.8001189019985
5336,3089.9778,3933.3224290884996
834,5443.5808,3014.3588205840856
4135,3605.307,3009.7314824315
4864,4029.4216,1947.603581338591
5281,6021.4952,3903.3094292141286
3771,862.8768,532.5694151500248
4063,1722.4246,3059.3592785911706
7280,1743.0644,1631.5032257044252
2796,171.7764,192.09729657400433
980,3547.3824,2366.474068300563
7947,1556.6404,3721.972503275632
2401,370.1848,490.9353598275851
7364,3894.93,2376.96406736909
8522,765.67,1351.2524917436115
1509,3078.6592,2862.1532385054675
2891,6114.7072,3046.796753160822
2587,4517.453,3001.9535187426477
4976,3630.6074,3046.839077781795
7274,1627.881,1662.9004567725526
7283,3848.324,3767.5277721814145
4662,2342.9502,1607.6907667037574
8434,4332.3606,2578.5721638952305
3284,428.7752,1633.689608096016
7971,1267.6832,1337.3053600058913
593,587.2356,672.6297064404351
226,2956.152,2043.250690480474
4140,534.6374,757.6812590927723
7050,3628.61,2348.9456380155852
1363,6165.9738,5473.8047727000485
4764,2756.412,3038.0776812183785
7136,2496.75,1407.7942503467532
533,3299.7048,2495.030925490998
5332,101.2016,266.74174237288264
4095,986.7156,2655.0280808421358
7858,188.4214,501.06496691730223
6983,357.5346,288.5619220398105
2385,4101.328,1488.1938112774262
5246,1245.046,1879.8183079683326
5532,2609.936,1477.254297856417
7235,627.1836,1635.2718360095582
8245,7549.5062,4078.0836604347296
1499,2577.9776,2655.100106497915
6707,4681.9056,3049.5102824972832
5810,1039.9796,756.4646318532588
7478,788.973,532.5694151500248
2290,2227.101,2366.474068300563
6569,7105.4176,3931.9662800837827
685,5954.2494,5084.862197359448
1837,2759.0752,2998.296466548424
3932,1145.176,975.1745395138912
6329,1351.574,1599.3503843670617
4196,852.224,1640.1993432829765
3100,109.1912,278.92673509763716
5483,524.6504,2140.721751097302
1156,708.4112,1609.2729946172997
4941,162.4552,169.17719483458038
3212,181.0976,740.3896269282617
6694,1105.228,1735.143738535559
6055,3504.1054,3040.9793753150198
4410,6636.6944,5473.8047727000485
2667,1724.422,749.6617945941268
8140,623.1888,813.7460313586511
6425,463.3968,345.0186226444678
8180,3174.5344,3197.756975627466
6611,223.7088,262.6725845785076
7155,1581.9408,1575.067685252275
8190,1304.968,2878.0607366425897
5413,6474.2392,4013.867657500435
5964,988.0472,2151.373393666129
7202,4225.1668,3716.580262821604
7760,176.437,431.78041636001
1813,3681.874,4068.4390200432904
2377,5141.3076,3052.338915177632
5010,2596.62,1614.8960385222952
4536,652.484,713.5343530417803
7873,103.199,266.58160080864326
8241,73.238,227.6414982901705
3850,1464.76,2366.474068300563
1986,1402.1748,2375.0524075625945
1590,435.4332,533.1787381096677
687,121.8414,289.57284536448157
979,1277.0044,2988.7804102732275
2516,7590.12,3045.0985705912794
6381,575.2512,1581.6270742692134
8102,1789.6704,2104.810472307736
8340,5296.439,2366.474068300563
2303,5660.6316,3820.345300235652
6875,311.5944,345.42869085457585
5511,4656.6052,2863.996722092883
1413,1304.968,1579.4765249036996
2817,243.6828,678.2739052075357
3260,942.7728,2460.7601594272674
7320,3535.398,3018.969494782149
6098,2804.3496,3793.243890668366
2122,717.0666,533.1787381096677
5495,777.6544,749.6949699305372
5879,4595.3516,4053.8274200506644
8231,2693.8268,2495.030925490998
3595,5331.7264,3815.0684806921904
409,3195.84,3009.1744709315435
930,743.0328,1007.4203575358842
3743,1677.1502,2373.3868334226277
2805,3302.368,2739.8906240775236
4759,1304.968,763.9915020620808
949,2133.2232,2858.3759282064498
7001,3799.0548,3792.128807872421
2990,1230.3984,2376.96406736909
6890,1537.998,2375.0524075625945
32,3068.0064,3960.3299644805024
983,1223.0746,1741.6452692288156
1765,3547.3824,5456.76246684111
1888,2984.1156,1753.7723761686575
6074,1583.9382,2037.7872749505384
7367,4068.7038,2993.9429529241424
6925,3047.3666,3038.720585909315
3402,2580.6408,2369.146510223147
311,527.3136,1058.73273017969
6631,442.757,226.35230815126786
1282,1480.0734,2698.7028751300927
65,184.4266,495.51736421598275
7577,2163.1842,1881.9984135609757
5867,439.428,1482.5983163004005
2267,3338.987,3050.6989308898114
3623,2972.1312,2644.231369370875
4855,3934.878,4091.2225298803423
7099,1823.6262,2681.3758548825176
6816,2395.5484,2817.451589541292
4230,3369.6138,2497.978024972262
2847,1669.8264,1575.067685252275
3090,2541.3586,3918.9667542050047
6500,1970.768,1607.6907667037574
5858,1369.5506,2051.0550330082046
5829,2687.8346,3907.7389552739473
4459,4427.57,2856.606586025947
3955,2931.5174,2800.19625649774
2930,2820.9946,2366.474068300563
7262,4380.964,3887.5329180801264
514,729.051,779.3040312922178
3551,2352.9372,998.9111418865972
5189,2700.4848,3640.75882977563
4631,3083.9856,5473.8047727000485
1060,5390.3168,2725.1196215771656
3439,1757.712,1442.6000937607619
6616,2111.9176,2633.3595792082792
3270,1150.5024,2056.990936579472
1277,874.8612,772.5912180941306
7120,567.2616,1584.1849438588
3954,2693.8268,3042.0664386113363
700,1298.31,809.2309281790475
1467,6064.1064,5204.117245964959
176,1010.6844,1506.7056115334522
536,2210.456,3925.428024973386
3735,1162.4868,2990.3864236326144
6276,3884.943,3916.628956674085
2175,755.0172,2096.5613623962786
5631,441.4254,653.8780723414047
347,3307.6944,3026.33221805875
1615,3511.4292,3047.9854015533497
2664,291.6204,762.5032494991951
2090,564.5984,660.310055816176
2975,2025.3636,3855.045223222413
4304,865.54,660.310055816176
5486,3946.8624,2688.375237131863
4612,527.3136,533.1787381096677
4874,498.0184,532.5694151500248
3449,1964.7758,2375.0524075625945
1480,1188.453,2777.819096159886
3705,1235.059,2856.606586025947
3833,1957.452,2885.7675937296167
4842,3036.048,2046.1012948506238
7751,1263.6884,1582.6027159452576
1917,2253.0672,2046.1012948506238
7062,2475.4444,3040.3533929072228
29,125.8362,202.4696299088473
7401,1640.5312,1001.0474491129514
2262,1922.8304,1609.2729946172997
8266,269.649,947.8050454121367
8373,2051.9956,2365.8295239125846
6269,4436.8912,4064.62892021799
6420,6056.1168,3858.65682148706
2579,1584.604,1521.419306437324
2092,151.8024,343.903148222909
6441,1341.587,1628.1999966648361
3754,2886.243,2752.805605621703
7631,495.3552,671.1040919055266
1326,3358.2952,4022.2236077449475
6032,1511.366,2369.146510223147
7487,4065.3748,2878.0607366425897
4136,262.991,533.1787381096677
1526,1258.362,1465.918837774517
5053,2940.1728,2986.9369266858125
202,1701.7848,2140.721751097302
1578,372.848,643.0926396942463
6535,4165.2448,2946.809811933944
1425,251.6724,651.1947217229684
6377,587.2356,1609.2729946172997
4576,1955.4546,2859.5645765989775
6063,419.454,677.8113128262429
4152,5274.4676,2375.0524075625945
771,1687.1372,2996.7728709612798
3611,2004.058,2151.373393666129
8281,2366.919,3916.8644815833513
5917,1709.1086,1630.8780186531283
6884,5816.4288,3928.013426062189
8513,595.2252,1609.2729946172997
5611,4233.1564,4031.26813018881
210,133.16,652.2566579013543
3291,2770.3938,2366.474068300563
5772,1895.5326,2366.474068300563
1150,3038.7112,1645.0848002361076
2764,1737.738,1094.0756684350872
4273,1733.0774,1597.9363997860987
2009,1556.6404,5473.8047727000485
7502,1318.284,2140.721751097302
1645,3057.3536,2992.7966291525877
2923,2428.8384,2369.146510223147
7386,369.519,289.8227720103502
6396,4287.752,2992.7966291525877
4974,1104.5622,2481.952324140734
6123,1810.976,2893.3724546799144
5380,2768.3964,3632.4954086342186
1143,1593.9252,1879.8183079683326
5787,3866.9664,1887.7164773789686
5258,2299.6732,1635.9790361439484
3125,2603.278,2376.96406736909
7212,3436.1938,4079.46880954227
895,527.3136,3925.715725807683
4962,5834.4054,4067.8777943891705
8347,3072.667,3946.511813892825
3601,2527.3768,1582.6027159452576
5314,750.3566,1643.6805704211206
1161,509.337,975.9038304335797
1573,4660.6,3940.1458777380017
2476,2332.2974,1955.8474020379476
1893,661.1394,3798.158886170035
1961,4119.3046,4829.414333278131
4086,1038.648,2131.544586656825
2031,2556.672,2856.606586025947
4492,2436.828,2034.6382991318053
4269,4266.4464,3954.373257672218
7431,3691.1952,2088.1880398273274
378,3251.1014,2762.6054435434185
2577,846.8976,2140.721751097302
7173,1662.5026,2369.146510223147
2124,215.7192,266.3316741627746
2111,4633.968,3785.414216273413
4398,2503.408,2375.0524075625945
4944,2175.8344,1857.1229876818531
2108,4729.8432,3024.511293449009
308,1039.9796,1555.7924167168294
7555,2045.3376,4011.2376205687465
1712,3340.3186,1881.9984135609757
3156,1725.7536,3757.0334704528627
3935,551.2824,488.7122526892344
2101,1808.9786,2683.303983136383
7735,4577.375,5197.624055688705
4606,4660.6,3774.1622467281386
7876,2137.8838,2658.9284104082194
4041,517.3266,1218.4422909204372
214,324.9104,407.0112043254896
2797,1496.7184,3043.909922198751
3875,1906.8512,1906.102085241254
6455,1458.102,1586.2343370858125
70,3435.528,2804.8018558192443
7544,4847.024,3917.2187937036138
5333,4042.7376,2991.056121962072
2088,101.2016,205.06218375666344
6582,767.0016,1006.5816978509839
8483,1612.5676,1900.9704165694745
2065,467.3916,533.1787381096677
3618,918.804,753.1891814215534
5869,2994.7684,2996.7728709612798
1687,649.8208,1379.944732874501
4149,1725.7536,1219.9498519772303
7369,950.7624,1436.840444101029
2470,555.2772,501.02650346583397
6847,3537.3954,2375.0524075625945
2308,640.4996,769.7388500535891
2071,210.3928,1640.1572929626896
865,2157.192,1919.4772166739556
4337,1323.6104,762.5300572560177
6400,155.7972,210.35817069254216
3916,1023.3346,649.0298142633828
6755,1318.284,1424.3430040097646
613,177.7686,1060.4799895421402
467,2067.309,1480.662847751692
4579,1504.0422,2779.0077445524144
7958,3307.6944,2364.4735467427217
802,331.5684,968.5076878162627
8106,549.9508,653.0171528071172
2620,149.805,342.48605811191686
7081,392.822,533.1787381096677
3523,545.956,1662.9004567725526
8060,143.8128,342.8961263220249
2500,3057.3536,2967.0889621164993
4074,4207.856,4068.4390200432904
5649,1021.3372,672.8309869014851
4231,2348.9424,3051.1502667851037
3335,2821.6604,3825.3423296245137
6952,139.818,298.7831741363678
3065,1705.1138,2134.165023098287
7397,2587.9646,3014.51862080217
6239,656.4788,649.7996685794876
7945,185.7582,487.94062081490506
3327,2013.3792,1854.3636011398494
1455,5887.6694,4064.62892021799
7895,5100.028,3973.6082772646264
4732,968.739,1223.028019096581
456,9158.079,5473.8047727000485
4674,351.5424,431.78041636001
8379,2372.9112,3120.8351077715442
23,214.3876,279.4969448719845
5420,3179.195,3009.1744709315435
527,323.5788,389.1390103545489
7408,6157.3184,5084.862197359448
479,2205.1296,3040.3533929072228
4968,432.77,533.1787381096677
6898,1151.834,3750.689711700906
2350,197.7426,532.535673556835
4284,549.285,471.69307611027926
5712,4247.804,3012.61831339357
2446,585.904,664.6964284854386
3075,6093.4016,3918.361917043997
3663,774.9912,1103.5089074363145
7029,882.8508,804.4348838686327
51,850.8924,2148.395126301255
3728,2281.6966,1582.6027159452576
3698,209.727,666.7484343022142
4127,299.61,1607.6907667037574
489,37.9506,195.0266089646649
2630,3113.2808,3710.2407157455473
3319,2614.5966,2054.1330511372303
3681,1518.024,996.9222734370061
3209,642.497,2104.810472307736
8043,283.6308,303.5804681574449
2828,905.488,3763.6302555794077
7636,575.2512,655.9567246254986
4540,5303.097,5456.76246684111
3697,2529.3742,1390.8320544070707
3619,1808.9786,2664.1000962022863
5143,337.5606,1769.7619053060719
1652,498.0184,719.6737648398827
6393,1070.6064,2854.8193989149213
2768,934.7832,852.2210683021955
7162,2061.3168,2857.7952344184746
2194,2579.975,1628.1999966648361
4626,3149.234,2301.6069106785694
1089,1006.6896,1874.1312941892527
5914,2343.616,1921.8682575106309
6342,4587.362,2860.116435396965
7023,5020.132,3045.0985705912794
6583,1669.8264,2370.8463607810645
7626,144.4786,301.21239037906196
3759,3006.087,2148.395126301255
3725,4781.7756,2859.5645765989775
4869,2055.9904,2104.810472307736
1960,5350.3688,3046.1419179659347
3440,127.1678,292.2717662108426
6609,1829.6184,2369.146510223147
5038,4795.0916,3043.2550870038644
6855,135.8232,197.09263438676692
2917,1941.4728,1660.0989106705829
6918,1962.7784,2854.8193989149213
4676,7741.9224,3621.500693536147
4637,372.848,230.81211412330074
148,529.311,2854.8193989149213
1800,719.064,431.17109340036717
7921,888.843,431.17109340036717
6459,1767.699,3049.5102824972832
4752,756.3488,762.8317639860928
8314,4853.682,2805.5221279697707
3726,4821.7236,3432.391565288902
8037,1977.426,2951.6844912956485
6623,1609.9044,2034.6382991318053
2265,1209.7586,1030.7938453707864
5164,3263.7516,2857.7952344184746
978,762.341,343.2163126610085
3287,1416.8224,2859.4272940834776
1607,419.454,747.4657402771206
6338,4442.2176,2991.056121962072
4963,1422.1488,1906.102085241254
3039,105.8622,202.2843498315875
1515,1245.046,1879.8183079683326
3538,857.5504,650.4485456227565
773,2746.425,1535.8924688762327
891,1043.9744,1131.5542586195584
6247,4399.6064,2484.8994236219983
4428,575.2512,745.0671022383192
3651,2763.07,1719.1100664508665
6961,2356.932,2427.6195367877585
2095,1231.73,2037.7872749505384
3559,199.74,650.37596505152
3088,1686.4714,1609.2729946172997
4624,1534.0032,1134.8229563440163
7053,3219.8088,2034.6382991318053
3351,2886.243,2990.3864236326144
6532,3600.6464,3721.521773470884
8123,3150.5656,2984.6415044674663
1891,1068.609,3664.2412319887867
7197,2247.7408,2148.395126301255
1870,1685.8056,2140.721751097302
5766,243.6828,290.13628957747665
6504,153.134,345.42869085457585
3554,1050.6324,2857.7952344184746
7724,1491.392,3040.3533929072228
3862,1691.7978,2388.2564113764192
4084,2543.356,4045.8545754964784
3481,1821.6288,2369.146510223147
3524,2388.8904,1628.1999966648361
880,1174.4712,1120.6788643660088
1726,1761.7068,2056.990936579472
1127,6872.3876,5473.8047727000485
2875,467.3916,361.6480035363535
2983,4910.275,2990.3864236326144
1513,4006.7844,1947.603581338591
1585,1102.5648,1465.918837774517
878,1054.6272,1467.8543063232255
6085,401.4774,672.346742662915
6753,4229.1616,4102.7329068666795
5667,2530.04,2048.7323951520893
7771,2388.8904,2965.4227317676327
3348,418.1224,533.1787381096677
5880,171.7764,430.92963404199213
2232,3123.9336,3040.3533929072228
1290,4189.2136,2694.095216901043
283,2277.036,2375.0524075625945
4441,1286.3256,1548.2364665152772
1014,1614.565,1303.0806239753658
3514,1113.2176,1609.2729946172997
8177,1869.5664,3917.110414801428
6999,2094.6068,2553.13673150594
4257,190.4188,238.11082433437548
1766,3125.931,3736.242565061925
5731,1342.2528,2747.5506248162624
7222,589.233,3047.9854015533497
2708,4460.1942,3654.1518635348534
675,3896.2616,2857.7952344184746
6433,2354.2688,2366.474068300563
768,1657.842,1741.6452692288156
8178,4013.4424,2955.915031625012
3956,3214.4824,5322.249402970408
4807,1874.8928,3819.2691825514853
1292,3327.6684,2537.671037850953
4340,1006.6896,783.8232463090326
2623,1164.4842,1643.6805704211206
5450,858.882,430.92963404199213
6222,1282.3308,2321.85659722133
3895,183.7608,247.8096471053668
6234,531.3084,639.1899951512491
6345,292.952,669.7395413186048
4513,1090.5804,1379.9326527299202
1343,2021.3688,3045.0985705912794
917,4655.2736,3976.265147378417
5754,1944.136,1582.6027159452576
1237,1379.5376,2854.7631024385314
2554,1941.4728,3793.8027272776408
1690,1294.3152,2553.13673150594
2641,4354.332,5473.8047727000485
4341,690.4346,657.3054949688335
2860,4863.0032,3874.2330475392328
3026,838.908,1582.6027159452576
85,2479.4392,2858.238645690949
4601,3695.19,5473.8047727000485
7726,4637.9628,2856.606586025947
4539,1406.1696,1887.7164773789686
8414,2263.72,1756.1518340057676
2716,4224.501,2388.2564113764192
7546,4277.765,2857.7952344184746
502,527.3136,533.1787381096677
6908,5564.7564,3883.365113411849
7437,1004.0264,1955.8474020379476
7252,4161.25,4648.487980142995
4484,1901.5248,2495.030925490998
7251,2163.1842,3954.373257672218
8447,7588.1226,3885.163411279592
5211,2153.1972,2388.2564113764192
3656,2749.754,3043.240223869293
8444,482.0392,2996.7728709612798
864,932.12,1583.923978317479
8005,1910.846,3012.61831339357
1742,1426.1436,2495.030925490998
170,2120.573,2683.303983136383
4404,1927.491,2104.810472307736
464,4466.1864,2801.9093022018533
3223,2873.5928,3654.7114956606224
2397,1884.8798,1599.3503843670617
557,1747.725,2088.1880398273274
8491,4809.7392,3857.438350606986
470,3448.844,3845.4092593421888
6359,3010.7476,2858.3759282064498
874,619.194,1023.5567705572597
5301,906.8196,3592.657688217872
3709,8063.5038,5473.8047727000485
2340,129.831,202.05744027521595
3856,2014.045,3042.8228589024347
5352,2586.633,2996.7728709612798
2723,5901.6512,5219.979001194375
3783,4074.696,2753.9942540142306
8511,4207.856,3979.1823926565908
31,2741.7644,1582.6027159452576
5212,1310.2944,1092.8257237721261
3683,3528.74,2859.5645765989775
2059,1826.9552,3967.2422491750544
7327,2684.5056,2366.474068300563
6200,1057.9562,2370.8463607810645
418,844.2344,3817.7544468050182
2730,2470.118,3956.56978372638
6196,343.5528,978.2841585734853
5166,2106.5912,2369.146510223147
984,2182.4924,3075.1271777515813
4070,2117.244,2824.197488439199
1855,262.3252,297.79928054254873
7716,1797.66,1996.1110356378415
6650,1086.5856,1099.0041856281596
4943,352.874,431.78041636001
800,1108.557,2046.1012948506238
6405,1191.782,1906.102085241254
1388,2087.283,1741.6452692288156
3953,3994.8,2460.7601594272674
5384,4012.7766,3043.909922198751
2029,1347.5792,1102.7759360723844
1448,2647.2208,2991.056121962072
5831,3029.39,1947.603581338591
5190,4026.7584,3961.2618014539366
6230,2846.295,1879.8183079683326
8197,973.3996,992.4112728377232
7498,433.4358,301.05224881482263
5738,1078.596,1058.9608424096018
5453,179.766,431.78041636001
4202,322.913,1259.7844749432845
5467,3972.8286,2366.474068300563
3359,463.3968,1251.8913786951814
4026,322.2472,389.1390103545489
6349,3332.329,4053.8525747356216
2784,3487.4604,2114.023400842666
3101,978.726,1609.2729946172997
287,559.272,735.1532325955352
3277,5753.8436,5463.161673985672
5644,1612.5676,3938.8943754954335
6093,3823.0236,2992.129338670111
7068,2410.196,2034.6382991318053
912,2665.8632,1941.9233917430868
1746,404.8064,792.3490413482396
2951,2423.512,2991.056121962072
5799,7425.0016,4829.414333278131
1854,113.186,285.55259147860556
6969,331.5684,1071.8775979025436
3055,572.588,342.48605811191686
5565,3555.372,3817.149639610682
5970,2308.9944,3044.9532695734065
8285,1604.578,2657.7301481856302
559,1966.7732,2140.721751097302
138,535.3032,1482.1294798939052
6901,2988.1104,4078.8969600772994
8143,2348.9424,2127.3106525133367
137,1314.2892,974.8805962391955
6749,1926.1594,2857.7952344184746
4947,296.281,1075.1092867340467
5237,4725.8484,3915.8934974911813
7595,6431.628,5204.117245964959
3302,894.8352,1169.3993223427829
5568,2492.7552,3009.7314824315
8062,2073.3012,1893.6255720786708
7902,5257.1568,2984.6415044674663
4737,1896.1984,1996.1110356378415
2242,984.7182,672.8309869014851
5510,1597.92,2553.13673150594
863,1707.777,1772.1271445029415
6648,1159.8236,1484.0649484426137
760,5163.9448,3005.6122871552407
6088,5946.9256,3672.821379722021
6851,1278.336,1548.2065639931711
2703,966.7416,1466.3876741810122
5412,3705.8428,2793.5974618890173
1940,796.2968,3051.1502667851037
2873,1657.842,1672.6505492200363
1985,1705.7796,3880.6425838368946
7236,7939.665,4829.414333278131
3063,3110.6176,3046.796753160822
8172,2396.88,2563.786773147711
5441,1695.1268,1469.398089410749
1751,6404.996,3812.8378292772936
6780,4566.7222,3757.2452642900607
4397,3466.1548,2507.9341935753823
900,143.147,343.05626788626427
2724,511.3344,712.8539509695195
393,916.1408,533.1787381096677
2707,539.298,945.3054125292563
2735,2656.542,3043.909922198751
3864,1733.7432,1100.4485768580203
7059,155.1314,344.85848108022844
3429,3418.883,4068.4390200432904
5031,527.3136,431.78041636001
831,5976.2208,4058.1665247950696
908,657.8104,420.09216758683135
3987,1342.2528,1395.571593161844
420,291.6204,243.53634534392654
2570,3643.2576,3045.6504293892667
4218,1850.924,3043.909922198751
5658,1272.3438,1039.7591430176817
5525,830.9184,650.5895572636862
194,5070.7328,5091.207539088548
290,569.259,1874.1312941892527
4713,602.549,1996.1110356378415
5856,3488.1262,1879.8183079683326
4045,3089.312,3046.796753160822
3426,2535.3664,2395.560274193447
6073,2326.971,2375.0524075625945
6351,1800.3232,3932.9374374912904
5971,808.947,943.8028235420726
4665,2432.8332,2853.050056734419
7308,1428.141,2136.666805074419
7617,2625.9152,2545.914946573886
963,2157.192,1372.388198095642
7309,193.082,237.58045506794883
5117,2892.901,4012.2247772374117
5953,3383.5956,1626.6177687512939
5857,3515.424,2507.9341935753823
2049,1328.271,2991.056121962072
4655,94.5436,205.35815561862609
6674,125.8362,291.5128109465379
4958,5359.69,3754.074717279731
7077,736.3748,792.3490413482396
2212,2942.836,1857.1229876818531
6554,3775.086,2879.45877082641
2851,466.06,1591.2783273716634
159,2471.4496,2375.0524075625945
3152,885.514,754.1449377807129
7350,3950.1914,3745.750608342247
2400,2336.958,2854.8193989149213
1912,860.2136,757.979942363491
3614,1488.7288,1887.7164773789686
6682,2199.1374,3901.27395005231
4411,1779.6834,2638.5845900345435
6534,1821.6288,1769.7619053060719
6468,282.2992,2148.395126301255
2311,231.6984,1331.7772292224518
4456,785.644,657.7116362585658
3353,628.5152,655.7528839840356
9,4710.535,3040.3533929072228
5417,2045.3376,2858.347093216462
1139,2399.5432,3073.3049858127993
4472,365.5242,288.8783187223966
2884,3020.0688,3001.222983069155
1314,739.038,1177.9071169707574
3345,857.5504,2034.6382991318053
227,153.134,344.31321643301703
7240,916.1408,983.4776713882144
3904,2446.815,2672.076121983674
3586,99.87,654.7548898905287
8209,3075.996,1624.4103337864549
634,2370.248,1919.4772166739556
8346,1596.5884,2202.400807226855
7927,4837.7028,3938.8943754954335
747,2041.3428,2301.6069106785694
8468,467.3916,1372.388198095642
191,4745.8224,4090.3462543700552
6672,2993.4368,3043.909922198751
6601,319.584,1640.1993432829765
